nzffdRecordNumber,eventDate,eventTime,institution,waterBody,waterBodyType,site,catchmentNumber,catchmentName,eastingNZTM,northingNZTM,minimumElevation,distanceOcean,samplingMethod,samplingProtocol,taxonName,taxonCommonName,totalCount,notCountedButPresent,notDetectedButSoughtAtSite,minLength,maxLength,dataVersion
12179,2/12/1996,,NIWA,Waikato River,Not Entered,,434.002,Waikato R,1888015,5729842,290,297.5,Other net - combination of nets and traps,Unknown,Ameiurus nebulosus,Catfish,8,FALSE,FALSE,85,259,V1
12281,12/12/2001,,Department of Conservation Tongariro Taupo,Lake Aratiatia,Not Entered,,434.002,Waikato R,1872813,5721019,330,323.7,Other net - combination of nets and traps,Unknown,Ameiurus nebulosus,Catfish,17,FALSE,FALSE,,,V1
12796,22/10/1999,8:00,NIWA,Whakapara River,Not Entered,,466.14,Wairoa R,1716339,6065974,90,142.8,Other net - combination of nets and traps,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,200,,V1
12869,11/03/2002,,Department of Conservation Tongariro Taupo,Hardcastle Lagoon,Not Entered,,434.002,Waikato R,1889913,5732446,290,293.9,Other net - combination of nets and traps,Unknown,Ameiurus nebulosus,Catfish,9,FALSE,FALSE,,,V1
12870,12/03/2002,,Department of Conservation Tongariro Taupo,Unnamed lagoon,Not Entered,,434.002,Waikato R,1888115,5729442,290,297.9,Other net - combination of nets and traps,Unknown,Ameiurus nebulosus,Catfish,10,FALSE,FALSE,,,V1
12874,20/03/2002,,Department of Conservation Waikato,Lake Whakamaru,Not Entered,,434.002,Waikato R,1845872,5742903,220,230.4,Other net - combination of nets and traps,Unknown,Ameiurus nebulosus,Catfish,5,FALSE,FALSE,,,V1
12875,21/03/2002,,Department of Conservation Waikato,Lake Atiamuri,Not Entered,,434.002,Waikato R,1864378,5746827,250,252.2,Other net - combination of nets and traps,Unknown,Ameiurus nebulosus,Catfish,4,FALSE,FALSE,,,V1
12877,24/03/2002,,Department of Conservation Waikato,Torepatutahi Stream,Not Entered,,434.54,Waikato R,1888509,5734946,290,290.5,Other net - combination of nets and traps,Unknown,Ameiurus nebulosus,Catfish,2,FALSE,FALSE,,,V1
12878,24/03/2002,,Department of Conservation Waikato,Waiotapu Stream,Not Entered,,434.53,Waikato R,1887308,5735245,290,288.8,Other net - combination of nets and traps,Unknown,Ameiurus nebulosus,Catfish,5,FALSE,FALSE,,,V1
12888,10/04/2002,,Department of Conservation Auckland,Rangitopuni Stream,Not Entered,,78.05,Waitemata Hbr,1744442,5932375,5,4.4,Other net - combination of nets and traps,Unknown,Ameiurus nebulosus,Catfish,3,FALSE,FALSE,,,V1
13414,15/08/1996,12:00,Native Freshwater Fish Club,Lake Rotokauri,Not Entered,,434.22,Waikato R,1793749,5818461,30,130.8,Other net - combination of nets and traps,Unknown,Ameiurus nebulosus,Catfish,,TRUE,FALSE,,,V1
13836,29/02/1996,night,Opus Consultancy Services,Mangaorongo Stream,Not Entered,,434.225,Waikato R,1795913,5774654,35,189.2,Other net - combination of nets and traps,Unknown,Ameiurus nebulosus,Catfish,,TRUE,FALSE,,,V1
13909,7/09/2002,day,Landcare Research,Oruarangi Creek,Not Entered,,439.02,Mangere,1756893,5906103,0,1.7,Other net - Hand net,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V1
14340,14/03/1995,night,Private Individuals,Mangapiko Stream,Not Entered,,434.222,Waikato R,1799589,5792964,35,170.1,Fyke net - Fyke net including minifykes,Unknown,Ameiurus nebulosus,Catfish,,TRUE,FALSE,,,V1
14341,14/03/1995,night,Private Individuals,Mangapiko Stream,Not Entered,,434.222,Waikato R,1800290,5792265,35,171.9,Fyke net - Fyke net including minifykes,Unknown,Ameiurus nebulosus,Catfish,,TRUE,FALSE,,,V1
14342,15/03/1995,night,Private Individuals,Mangapiko Stream,Not Entered,,434.222,Waikato R,1801491,5791866,35,174.2,Fyke net - Fyke net including minifykes,Unknown,Ameiurus nebulosus,Catfish,,TRUE,FALSE,,,V1
14343,15/03/1995,night,Private Individuals,Mangapiko Stream,Not Entered,,434.222,Waikato R,1803091,5791568,40,176.5,Fyke net - Fyke net including minifykes,Unknown,Ameiurus nebulosus,Catfish,,TRUE,FALSE,,,V1
14544,19/10/1999,15:00,NIWA,Wairua River,Not Entered,,466,Wairoa R,1698897,6045438,50,100.4,Other net - combination of nets,Unknown,Ameiurus nebulosus,Catfish,,TRUE,FALSE,250,300,V1
14546,20/10/1999,11:30,NIWA,Wairua River,Not Entered,,466,Wairoa R,1704373,6054048,85,116.5,Other net - combination of nets,Unknown,Ameiurus nebulosus,Catfish,,TRUE,FALSE,150,250,V1
14550,21/10/1999,9:15,NIWA,Otakairangi Stream,Not Entered,,466,Wairoa R,1705656,6060749,90,130.2,Electric fishing - Combination of traps and electric fishing,Unknown,Ameiurus nebulosus,Catfish,4,FALSE,FALSE,,300,V1
14822,14/10/1997,,Kingett Mitchell,Waipapa Stream,Not Entered,,434,Waikato R,1782268,5866049,15,49.3,Other net - combination of nets and traps,Unknown,Ameiurus nebulosus,Catfish,,TRUE,FALSE,,,V1
15038,23/05/1996,9:00,Department of Conservation Northland,Kawakawa River tributary,Not Entered,,38,Kawakawa R,1697895,6085519,10,3.4,Fyke net - Fyke net including minifykes,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,310,,V1
15269,21/10/2002,9:00,Waikato University,Lake Taupo,Not Entered,,434.61,Waikato R,1848929,5686976,357,370.7,Fyke net - Fyke net including minifykes,Unknown,Ameiurus nebulosus,Catfish,158,FALSE,FALSE,176,308,V1
15270,22/10/2002,13:30,Waikato University,Waikato River,Not Entered,,434.002,Waikato R,1869412,5719114,335,328.4,Fyke net - Fyke net including minifykes,Unknown,Ameiurus nebulosus,Catfish,3,FALSE,FALSE,302,362,V1
15271,23/10/2002,13:55,Waikato University,Lake Aratiatia,Not Entered,,434.002,Waikato R,1871612,5720418,330,325.7,Fyke net - Fyke net including minifykes,Unknown,Ameiurus nebulosus,Catfish,39,FALSE,FALSE,228,420,V1
15272,23/10/2002,13:00,Waikato University,Lake Maraetai,Not Entered,,434.002,Waikato R,1842064,5747701,190,223.6,Fyke net - Fyke net including minifykes,Unknown,Ameiurus nebulosus,Catfish,444,FALSE,FALSE,185,355,V1
15273,23/10/2002,11:30,Waikato University,Lake Maraetai,Not Entered,,434.002,Waikato R,1843859,5752606,190,223.2,Fyke net - Fyke net including minifykes,Unknown,Ameiurus nebulosus,Catfish,212,FALSE,FALSE,244,328,V1
15274,24/10/2002,9:15,Waikato University,Waikato River,Not Entered,,434.001,Waikato R,1822986,5799700,40,151.9,Fyke net - Fyke net including minifykes,Unknown,Ameiurus nebulosus,Catfish,26,FALSE,FALSE,138,285,V1
15275,24/10/2002,14:30,Waikato University,Waikato River,Not Entered,,434.001,Waikato R,1796745,5821967,15,108.6,Fyke net - Fyke net including minifykes,Unknown,Ameiurus nebulosus,Catfish,29,FALSE,FALSE,181,340,V1
16563,8/05/1998,night,Waikato Regional Council,Waitoa River,Not Entered,,91.13,Piako R,1833228,5839131,11,58.4,Fyke net - Fyke net including minifykes,Unknown,Ameiurus nebulosus,Catfish,2,FALSE,FALSE,,,V1
16937,15/01/1998,18:00,Native Freshwater Fish Club,Waikato River tributary,Not Entered,,434.001,Waikato R,1799853,5816870,30,115.6,Other net - Seine,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V1
17156,1997-10,,NIWA,Kaituna Lagoon,Not Entered,,677,Kaituna Lgn,1571301,5152699,1,24.9,Fyke net - Fyke net including minifykes,Unknown,Ameiurus nebulosus,Catfish,2,FALSE,FALSE,265,298,V1
17284,3/04/2003,night,Department of Conservation Waikato,Lake Areare,Not Entered,,434,Waikato R,1794033,5828764,30,98.2,Other net - combination of nets and traps,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,250,,V1
17376,18/07/1997,,Department of Conservation Waikato,Awaroa Stream,Not Entered,,434.151,Waikato R,1776199,5848237,9,78.3,Other net - combination of nets and traps,Unknown,Ameiurus nebulosus,Catfish,18,FALSE,FALSE,160,,V1
17389,8/04/2003,night,Department of Conservation Waikato,Lake B,Not Entered,,434.211,Waikato R,1798136,5827370,30,100.7,Other net - combination of nets and traps,Unknown,Ameiurus nebulosus,Catfish,19,FALSE,FALSE,35,230,V1
17390,15/04/2003,night,Department of Conservation Waikato,Lake D,Not Entered,,434.211,Waikato R,1797035,5827868,30,99,Other net - combination of nets and traps,Unknown,Ameiurus nebulosus,Catfish,32,FALSE,FALSE,25,300,V1
17392,23/04/2003,night,Department of Conservation Waikato,Lake Pikopiko,Not Entered,,434,Waikato R,1793332,5829463,30,95.4,Other net - combination of nets and traps,Unknown,Ameiurus nebulosus,Catfish,3,FALSE,FALSE,230,290,V1
17856,11/03/2003,14:30,Waikato University,Lake Waikare,Not Entered,,434.161,Waikato R,1796892,5853973,9,71.2,Gill net - Single mesh,Unknown,Ameiurus nebulosus,Catfish,2,FALSE,FALSE,,,V1
17860,10/09/2003,13:00,Waikato University,Waikato River,Not Entered,,434,Waikato R,1790507,5844361,10,78.5,Electric fishing - Type unknown,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,290,,V1
17869,30/01/2003,15:00,Waikato University,Lake Whangape,Not Entered,,434.15,Waikato R,1780493,5852045,8,69.9,Gill net - Single mesh,Unknown,Ameiurus nebulosus,Catfish,3,FALSE,FALSE,190,349,V1
19255,8/10/2003,10:00,Boffa Miskell Ltd,Dairy Stream tributary,Not Entered,,78.057,Waitemata Hbr,1748822,5941683,50,18.1,Electric fishing - combination of nets traps and electric fishing,Unknown,Ameiurus nebulosus,Catfish,4,FALSE,FALSE,130,160,V1
19333,28/04/2004,9:00,Auckland Regional Council,Lake Wainamu,Not Entered,,447.01,Waitakere R,1730776,5916350,30,4.1,Gill net - Single mesh,Unknown,Ameiurus nebulosus,Catfish,2,FALSE,FALSE,360,365,V1
20414,31/08/2004,9:00,Auckland Regional Council,Lake Wainamu,Not Entered,,447.01,Waitakere R,1730776,5916350,30,4.1,Gill net - Single mesh,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,355,,V1
20598,20/02/2001,night,Department of Conservation Northland,Lake Ora,Not Entered,,55,Hatea R,1716282,6048980,190,9.3,Other net - combination of nets and traps,Unknown,Ameiurus nebulosus,Catfish,,FALSE,FALSE,,,V1
20653,8/12/2004,,NIWA,Whauwhautahi Stream,Not Entered,,434,Waikato R,1761229,5868017,3,15.1,Traps - Gee minnow,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,94,,V1
21603,17/05/2001,night,Natural Logic Ltd,Unnamed lake,Not Entered,,435,Pehiakura L,1743437,5883479,90,1.4,Other net - combination of nets and traps,Unknown,Ameiurus nebulosus,Catfish,9,FALSE,FALSE,200,230,V1
21604,17/05/2001,night,Natural Logic Ltd,Pehiakura Lake,Not Entered,,435,Pehiakura L,1743337,5883679,70,1.4,Other net - combination of nets and traps,Unknown,Ameiurus nebulosus,Catfish,11,FALSE,FALSE,210,240,V1
21653,25/10/2002,12:15,Waikato University,Waikato River,Not Entered,,434,Waikato R,1790417,5838660,10,84.3,Fyke net - Fyke net including minifykes,Unknown,Ameiurus nebulosus,Catfish,8,FALSE,FALSE,208,389,V1
21654,25/09/2002,12:40,Waikato University,Waikato River,Not Entered,,434,Waikato R,1790507,5844361,10,78.5,Fyke net - Fyke net including minifykes,Unknown,Ameiurus nebulosus,Catfish,136,FALSE,FALSE,158,323,V1
21776,1995-02,night,Waikato University,Lake Taupo,Not Entered,,434.61,Waikato R,1849229,5687076,357,370.6,Fyke net - Fyke net including minifykes,Unknown,Ameiurus nebulosus,Catfish,781,FALSE,FALSE,80,365,V1
21777,1995-02,night,Waikato University,Lake Taupo,Not Entered,,434.61,Waikato R,1839022,5689168,357,375.2,Fyke net - Fyke net including minifykes,Unknown,Ameiurus nebulosus,Catfish,95,FALSE,FALSE,80,350,V1
21778,1995-02,night,Waikato University,Lake Taupo,Not Entered,,434.61,Waikato R,1840426,5684767,357,376.8,Fyke net - Fyke net including minifykes,Unknown,Ameiurus nebulosus,Catfish,3140,FALSE,FALSE,80,365,V1
21779,1995-08,night,Waikato University,Lake Taupo,Not Entered,,434.61,Waikato R,1865216,5712806,357,338.5,Fyke net - Fyke net including minifykes,Unknown,Ameiurus nebulosus,Catfish,2,FALSE,FALSE,,,V1
21780,1995-08,night,Waikato University,Lake Taupo,Not Entered,,434.61,Waikato R,1853706,5715096,357,359.4,Fyke net - Fyke net including minifykes,Unknown,Ameiurus nebulosus,Catfish,14,FALSE,FALSE,,,V1
21781,1995-02,night,Waikato University,Lake Taupo,Not Entered,,434.61,Waikato R,1848428,5687876,357,369.9,Fyke net - Fyke net including minifykes,Unknown,Ameiurus nebulosus,Catfish,1700,FALSE,FALSE,90,365,V1
21782,1995-02,night,Waikato University,Lake Taupo,Not Entered,,434.61,Waikato R,1838922,5688668,357,375.7,Fyke net - Fyke net including minifykes,Unknown,Ameiurus nebulosus,Catfish,385,FALSE,FALSE,,,V1
21783,1995-08,night,Waikato University,Lake Taupo,Not Entered,,434.61,Waikato R,1857430,5691986,357,362.3,Fyke net - Fyke net including minifykes,Unknown,Ameiurus nebulosus,Catfish,11,FALSE,FALSE,,,V1
21784,1995-02,night,Waikato University,Lake Taupo,Not Entered,,434.61,Waikato R,1838922,5689268,357,375.4,Fyke net - Fyke net including minifykes,Unknown,Ameiurus nebulosus,Catfish,53,FALSE,FALSE,,,V1
21785,1995-02,night,Waikato University,Lake Taupo,Not Entered,,434.61,Waikato R,1846229,5684972,357,374.1,Fyke net - Fyke net including minifykes,Unknown,Ameiurus nebulosus,Catfish,67,FALSE,FALSE,,,V1
21787,2000-06,night,Waikato Regional Council,Lake Rotomanuka,Not Entered,,434.24,Waikato R,1803580,5799971,55,140.4,Fyke net - Fyke net including minifykes,Unknown,Ameiurus nebulosus,Catfish,3,FALSE,FALSE,174,262,V1
21790,2000-06,night,Waikato Regional Council,Lake Rotomanuka,Not Entered,,434.24,Waikato R,1803580,5799971,55,140.4,Gill net - Single mesh,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V1
21797,23/05/2001,night,Waikato Regional Council,Lake Rotomanuka,Not Entered,,434.24,Waikato R,1803580,5799971,55,140.4,Gill net - Single mesh,Unknown,Ameiurus nebulosus,Catfish,3,FALSE,FALSE,151,279,V1
22108,2/03/2006,12:20,Waikato University,Ohote Stream tributary,Not Entered,,434.22,Waikato R,1792290,5819664,30,128.7,Fyke net - Fyke net including minifykes,Unknown,Ameiurus nebulosus,Catfish,,FALSE,FALSE,,,V1
22251,6/03/2006,day,Waikato University,Unnamed lake,Not Entered,,92,Waihou R,1831863,5869645,5,20.4,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,2,FALSE,FALSE,,,V1
22252,16/03/2006,day,Waikato University,Lake Rotoroa,Not Entered,,434.001,Waikato R,1800337,5814334,35,123.5,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,6,FALSE,FALSE,,,V1
22440,29/01/2003,night,Department of Conservation Northland,Ngaha Creek,Not Entered,,472,Hokianga Hbr,1634243,6079155,0,1.1,Other net - combination of nets,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,295,,V1
22441,29/01/2003,night,Department of Conservation Northland,Unnamed pond,Not Entered,,472,Hokianga Hbr,1631645,6079148,5,5.1,Other net - combination of nets,Unknown,Ameiurus nebulosus,Catfish,23,FALSE,FALSE,51,390,V1
22444,12/02/2003,night,Department of Conservation Northland,Kaihu River tributary,Not Entered,,466.04,Wairoa R,1674467,6021089,1,29.4,Other net - combination of nets and traps,Unknown,Ameiurus nebulosus,Catfish,25,FALSE,FALSE,,50,V1
22555,26/05/2006,10:30,Kessels and Associates,Waikato River tributary,Not Entered,,434.001,Waikato R,1795531,5824781,20,105.3,Other net - Hand net,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,85,,V1
22873,8/12/2006,day,Waikato University,Waikato River tributary,Not Entered,,434.001,Waikato R,1801452,5815358,20,117.8,Electric fishing - Bank generator or mains,Unknown,Ameiurus nebulosus,Catfish,,FALSE,FALSE,,,V1
23044,12/08/1999,,Department of Conservation Waikato,Unnamed wetland,Not Entered,,91,Piako R,1822383,5862821,5,22.7,Other net - combination of nets and traps,Unknown,Ameiurus nebulosus,Catfish,182,FALSE,FALSE,70,230,V1
23045,12/08/1999,,Department of Conservation Waikato,Unnamed wetland,Not Entered,,91,Piako R,1823696,5855421,5,32.9,Other net - combination of nets and traps,Unknown,Ameiurus nebulosus,Catfish,3,FALSE,FALSE,65,65,V1
23147,14/02/2006,night,Department of Conservation Waikato,Unnamed lake,Not Entered,,434.24,Waikato R,1803697,5798049,50,143.8,Other net - combination of nets and traps,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,93,,V1
23148,15/02/2006,night,Department of Conservation Waikato,Unnamed lake,Not Entered,,434.24,Waikato R,1803652,5797120,50,144.3,Other net - combination of nets and traps,Unknown,Ameiurus nebulosus,Catfish,8,FALSE,FALSE,204,329,V1
23149,16/02/2006,night,Department of Conservation Waikato,Unnamed lake,Not Entered,,434.24,Waikato R,1803818,5797112,50,144.2,Other net - combination of nets and traps,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,227,,V1
23406,2003-09,,Waikato Regional Council,Lake Serpentine,Not Entered,,434.24,Waikato R,1803584,5797071,50,144.3,Other net - combination of nets,Unknown,Ameiurus nebulosus,Catfish,,TRUE,FALSE,,,V1
23407,2002-09,,Waikato Regional Council,Lake Serpentine,Not Entered,,434.24,Waikato R,1803584,5797071,50,144.3,Other net - combination of nets,Unknown,Ameiurus nebulosus,Catfish,,TRUE,FALSE,,,V1
25767,13/04/2004,10:00,Bioresearches,Dairy Stream tributary,Not Entered,,78.057,Waitemata Hbr,1748727,5938983,40,16.7,Electric fishing - Combination of traps and electric fishing,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,60,,V1
25852,14/02/2005,,Waikato University,Waikato River,Not Entered,,434,Waikato R,1790493,5844374,10,78.5,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,,FALSE,FALSE,,,V1
25856,14/02/2005,,Waikato University,Whangape Stream,Not Entered,,434.15,Waikato R,1783876,5855550,8,62.1,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,,FALSE,FALSE,,,V1
25857,14/02/2005,,Waikato University,Opuatia Stream,Not Entered,,434.14,Waikato R,1782139,5857642,8,59.6,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V1
25861,15/02/2005,,Waikato University,Waikato River,Not Entered,,434,Waikato R,1782189,5870327,5,44.4,Electric fishing - Boat,Unknown,Ameiurus nebulosus,Catfish,4,FALSE,FALSE,,,V1
28680,5/03/2007,day,Bioresearches,Paremuka Stream,Not Entered,,79.032,Henderson C,1743814,5919260,10,0.8,Electric fishing - combination of nets traps and electric fishing,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V1
29132,21/02/2008,night,Kessels and Associates,Piako River,Not Entered,,91,Piako R,1824741,5829760,15,68.6,Other net - combination of nets and traps,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,56,,V1
29134,21/02/2008,16:20,Kessels and Associates,Piako River,Not Entered,,91,Piako R,1824719,5830635,15,67.6,Electric fishing - Bank generator or mains,Unknown,Ameiurus nebulosus,Catfish,2,FALSE,FALSE,52,55,V1
29135,21/02/2008,night,Kessels and Associates,Piako River,Not Entered,,91,Piako R,1824719,5830635,15,67.6,Other net - combination of nets and traps,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,50,,V1
29722,14/08/2007,night,Department of Conservation Waikato,Whangamarino River,Not Entered,,434.13,Waikato R,1787453,5866044,90,52.2,Other net - combination of nets and traps,Unknown,Ameiurus nebulosus,Catfish,8,FALSE,FALSE,65,250,V1
29724,16/08/2007,night,Department of Conservation Waikato,Pungarehu Stream,Not Entered,,434.13,Waikato R,1795703,5857878,10,66.8,Other net - combination of nets and traps,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,268,,V1
29725,14/08/2007,night,Department of Conservation Waikato,Maramarua River,Not Entered,,434.131,Waikato R,1786638,5870992,15,51.4,Other net - combination of nets and traps,Unknown,Ameiurus nebulosus,Catfish,6,FALSE,FALSE,95,300,V1
29726,2/08/2007,night,Department of Conservation Waikato,Whangamarino Swamp,Not Entered,,434.13,Waikato R,1793389,5863494,15,60,Other net - combination of nets and traps,Unknown,Ameiurus nebulosus,Catfish,67,FALSE,FALSE,94,280,V1
29727,16/08/2007,night,Department of Conservation Waikato,Whangamarino Swamp,Not Entered,,434.13,Waikato R,1788161,5865100,15,53.4,Other net - combination of nets and traps,Unknown,Ameiurus nebulosus,Catfish,14,FALSE,FALSE,123,282,V1
29728,16/08/2007,night,Department of Conservation Waikato,Pungarehu Stream,Not Entered,,434.13,Waikato R,1793389,5863494,10,60,Other net - combination of nets and traps,Unknown,Ameiurus nebulosus,Catfish,3,FALSE,FALSE,260,280,V1
29730,14/08/2007,night,Department of Conservation Waikato,Whangamarino Swamp,Not Entered,,434.13,Waikato R,1784244,5869521,15,46.4,Other net - combination of nets and traps,Unknown,Ameiurus nebulosus,Catfish,19,FALSE,FALSE,142,293,V1
29935,20/01/2009,night,TSO Animal Pests,Lake Aratiatia,Not Entered,,434.002,Waikato R,1872892,5720887,330,323.6,Gill net - Trammel,Unknown,Ameiurus nebulosus,Catfish,5,FALSE,FALSE,,,V1
29937,20/01/2009,night,TSO Animal Pests,Lake Aratiatia,Not Entered,,434.002,Waikato R,1872892,5720887,320,323.6,Fyke net - Fyke net including minifykes,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V1
29938,21/01/2009,night,TSO Animal Pests,Lake Ohakuri,Not Entered,,434.002,Waikato R,1869745,5744222,290,259.2,Fyke net - Fyke net including minifykes,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V1
29941,21/01/2009,night,TSO Animal Pests,Lake Ohakuri,Not Entered,,434.002,Waikato R,1869745,5744222,290,259.2,Gill net - Trammel,Unknown,Ameiurus nebulosus,Catfish,7,FALSE,FALSE,,,V1
29944,22/01/2009,night,TSO Animal Pests,Lake Atiamuri,Not Entered,,434.002,Waikato R,1864398,5746992,250,252.4,Gill net - Trammel,Unknown,Ameiurus nebulosus,Catfish,2,FALSE,FALSE,,,V1
29946,22/01/2009,night,TSO Animal Pests,Lake Atiamuri,Not Entered,,434.002,Waikato R,1864398,5746992,250,252.4,Fyke net - Fyke net including minifykes,Unknown,Ameiurus nebulosus,Catfish,2,FALSE,FALSE,,,V1
29949,18/02/2009,night,TSO Animal Pests,Lake Whakamaru,Not Entered,,434.002,Waikato R,1845737,5742938,230,230.5,Fyke net - Fyke net including minifykes,Unknown,Ameiurus nebulosus,Catfish,12,FALSE,FALSE,,,V1
29951,18/02/2009,night,TSO Animal Pests,Lake Whakamaru,Not Entered,,434.002,Waikato R,1845737,5742938,230,230.5,Gill net - Trammel,Unknown,Ameiurus nebulosus,Catfish,,TRUE,FALSE,,,V1
31246,11/04/2007,12:40,Bioresearches,Puni Wetland,Not Entered,,434.001,Waikato R,1763111,5871794,14,19.9,Electric fishing - Backpack,Unknown,Ameiurus nebulosus,Catfish,7,FALSE,FALSE,,,V1
31271,18/09/2006,day,Bioresearches,Puni Wetland,Not Entered,,434,Waikato R,1761740,5870137,12,16.7,Electric fishing - combination of nets traps and electric fishing,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,95,,V1
31275,18/09/2006,day,Bioresearches,Puni Wetland,Not Entered,,434,Waikato R,1763111,5871794,15,19.9,Electric fishing - combination of nets traps and electric fishing,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V1
31280,1/12/2006,day,Bioresearches,Puni Wetland,Not Entered,,434,Waikato R,1762160,5870414,14,17.6,Fyke net - Fyke net including minifykes,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V1
31281,1/12/2006,day,Bioresearches,Puni Wetland,Not Entered,,434,Waikato R,1762368,5870786,10,18.1,Fyke net - Fyke net including minifykes,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V1
31282,19/09/2006,13:00,Bioresearches,Puni Wetland,Not Entered,,434,Waikato R,1763000,5871556,9,19,Electric fishing - combination of nets traps and electric fishing,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V1
31993,12/03/2009,9:20,Bioresearches,Waitoa River,Not Entered,,91.13,Piako R,1832513,5837049,17,61.9,Other net - combination of nets and traps,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,180,,V1
32283,17/02/2011,11:00,NIWA,Waikato River tributary,Not Entered,,434.001,Waikato R,1793999,5825065,26,104.3,Traps - Gee minnow,Unknown,Ameiurus nebulosus,Catfish,2,FALSE,FALSE,75,85,V1
32747,26/02/2010,12:00,NIWA,Ruaotehuia Stream,Not Entered,,434.131,Waikato R,1791185,5874382,20,58.4,Other net - combination of nets and traps,Unknown,Ameiurus nebulosus,Catfish,4,FALSE,FALSE,286,330,V1
32781,8/03/2011,night,NIWA,Lake Waahi,Not Entered,,434.19,Waikato R,1787816,5839347,28,85,Fyke net - Fyke net including minifykes,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,285,,V1
32782,8/03/2011,night,NIWA,Lake Waahi,Not Entered,,434.19,Waikato R,1787882,5839312,28,85,Fyke net - Fyke net including minifykes,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,225,,V1
32783,7/03/2011,night,NIWA,Lake Waahi,Not Entered,,434.19,Waikato R,1787554,5839773,19,84.7,Fyke net - Fyke net including minifykes,Unknown,Ameiurus nebulosus,Catfish,2,FALSE,FALSE,,,V1
32787,7/03/2011,night,NIWA,Lake Waahi,Not Entered,,434.19,Waikato R,1788002,5840392,19,84,Fyke net - Fyke net including minifykes,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V1
32788,8/03/2011,night,NIWA,Lake Waahi,Not Entered,,434.19,Waikato R,1787569,5840595,19,84.3,Fyke net - Fyke net including minifykes,Unknown,Ameiurus nebulosus,Catfish,2,FALSE,FALSE,,,V1
32789,7/03/2011,night,NIWA,Lake Waahi,Not Entered,,434.19,Waikato R,1787475,5840611,19,83.9,Fyke net - Fyke net including minifykes,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V1
32791,8/03/2011,night,NIWA,Lake Waahi,Not Entered,,434.19,Waikato R,1786234,5841398,19,85.3,Fyke net - Fyke net including minifykes,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,290,,V1
32792,8/03/2011,night,NIWA,Lake Waahi,Not Entered,,434.19,Waikato R,1786181,5841506,19,85.3,Fyke net - Fyke net including minifykes,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,99,,V1
32793,7/03/2011,night,NIWA,Lake Waahi,Not Entered,,434.19,Waikato R,1786650,5842007,19,85.3,Fyke net - Fyke net including minifykes,Unknown,Ameiurus nebulosus,Catfish,3,FALSE,FALSE,,,V1
32794,7/03/2011,night,NIWA,Lake Waahi,Not Entered,,434.19,Waikato R,1786758,5842045,19,85.2,Fyke net - Fyke net including minifykes,Unknown,Ameiurus nebulosus,Catfish,1,FALSE,FALSE,,,V1
32795,7/03/2011,night,NIWA,Lake Waahi,Not Entered,,434.19,Waikato R,1787805,5841738,19,83.9,Fyke net - Fyke net including minifykes,Unknown,Ameiurus nebulosus,Catfish,21,FALSE,FALSE,208,320,V1
