nzffdRecordNumber,eventDate,eventTime,institution,waterBody,waterBodyType,site,catchmentNumber,catchmentName,eastingNZTM,northingNZTM,minimumElevation,distanceOcean,samplingMethod,samplingProtocol,taxonName,taxonCommonName,totalCount,notCountedButPresent,notDetectedButSoughtAtSite,minLength,maxLength,dataVersion
647,5/10/1995,11:30,Department of Conservation Wanganui,Mangaone West Stream,Not Entered,,325.083,Manawatu R,1812483,5546999,70,94.1,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
648,5/12/1995,14:00,Department of Conservation Wanganui,Makino Stream,Not Entered,,325.083,Manawatu R,1820585,5549201,110,93.9,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
679,16/02/1964,,Unknown Institution,Tauherenikau River,Not Entered,,292.068,Ruamahanga R,1798080,5442681,20,41.5,Other - Not listed,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
683,25/01/1966,day,NIWA,Topuni River,Not Entered,,459.11,Oruawharo R,1731614,5991834,20,3.1,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V1
691,4/02/1966,day,NIWA,Otautora Stream tributary,Not Entered,,434.31,Waikato R,1828809,5785302,200,186.9,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,78,FALSE,FALSE,,,V1
701,4/05/1961,day,Unknown Institution,Mikimiki Stream,Not Entered,,292.35,Ruamahanga R,1819787,5475482,210,125.3,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
702,5/02/1966,day,NIWA,Mapiu Stream tributary,Not Entered,,407.61,Mokau R,1791260,5734238,290,118.4,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
718,24/01/1966,day,NIWA,Pokaewhenua Stream,Not Entered,,434.137,Waikato R,1802872,5865686,35,76.8,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
720,3/02/1966,,NIWA,Waimai Stream tributary,Not Entered,,428,Waimai S,1760424,5832611,5,3.5,Electric fishing - Bank generator or mains,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
721,3/02/1966,,NIWA,Mangati Stream,Not Entered,,428,Waimai S,1762325,5831614,10,6.3,Electric fishing - Bank generator or mains,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
726,6/02/1966,day,NIWA,Waingongoro River tributary,Not Entered,,350,Waingongoro R,1704136,5641760,370,47.3,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
736,31/01/1966,day,NIWA,Merowharara Stream,Not Entered,,469,Waipoua R,1651900,6053416,140,17,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
744,22/01/1966,day,NIWA,Waitoa River tributary,Not Entered,,91.13,Piako R,1840479,5809930,60,104.6,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
745,22/01/1966,day,NIWA,Waihekau Stream,Not Entered,,91.134,Piako R,1833333,5836130,15,63.5,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
748,5/02/1966,day,NIWA,Ohura River tributary,Not Entered,,333.54,Whanganui R,1782386,5707223,170,286.3,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
749,12/04/1961,day,NIWA,Whanganui River,Not Entered,,333,Whanganui R,1805109,5688039,220,265.7,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
755,26/02/1965,,Unknown Institution,Whangaimoana Stream,Not Entered,,291,Whangaimoana S,1781674,5413883,5,0.9,Other - Not listed,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
757,11/02/1965,day,NIWA,Whareroa Stream,Not Entered,,313,Whareroa S,1767481,5464185,10,2.3,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
778,9/01/1962,day,NIWA,Aparima River,Not Entered,,789,Aparima R,1219867,4923561,310,103.4,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
781,5/03/1966,day,NIWA,Remington Creek tributary,Not Entered,,690,Longbeach,1490927,5144090,145,29.8,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
784,19/03/1966,,Unknown Institution,Stace Stream,Not Entered,,603,Blind R,1685882,5378405,160,22.3,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
787,12/03/1966,day,NIWA,Oreti River tributary,Not Entered,,786,Oreti R,1239186,4928899,230,118.9,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
791,21/01/1964,,NIWA,Otapiri Stream,Not Entered,,786.128,Oreti R,1247963,4890465,90,88,Other - Not listed,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
796,18/03/1966,day,NIWA,Rai River tributary,Not Entered,,589.13,Pelorus R,1648898,5435994,50,29.3,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
809,7/03/1966,day,NIWA,Coopers Creek tributary,Not Entered,,695.03,Orari R,1460233,5136785,280,47.9,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
814,9/03/1966,day,NIWA,Ewe Burn tributary,Not Entered,,743.7,Taieri R,1372202,4999922,440,185.1,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V1
824,4/03/1966,,NIWA,Dawson Creek,Not Entered,,678.12,Halswell R,1562303,5173490,15,58,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
832,7/03/1966,day,NIWA,Hororata water race,Not Entered,,680,Selwyn R,1517617,5179985,200,74.4,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
833,8/01/1965,day,Unknown Institution,Shag River,Not Entered,,726,Shag R,1398420,4987046,400,71.3,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
835,12/03/1966,day,NIWA,Eyre Creek,Not Entered,,775.87,Mataura R,1252971,4951047,270,190.9,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
837,12/03/1966,day,NIWA,Lake Thomas,Not Entered,,797.422,Waiau R,1204902,4951983,490,130.6,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
851,26/01/1964,day,Unknown Institution,Morley Stream tributary,Not Entered,,797.179,Waiau R,1205176,4905108,330,71.6,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
856,8/03/1966,day,NIWA,Redcliff Stream,Not Entered,,711.01,Waitaki R,1439284,5029283,65,20.2,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
862,18/03/1966,day,NIWA,Wai-iti River tributary,Not Entered,,575.01,Waimea R,1604411,5415303,70,19,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
866,18/03/1966,day,NIWA,Storeys Creek,Not Entered,,601.09,Wairau R,1671190,5410399,30,17.9,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
880,22/04/1982,11:00,Fish and Game Auckland Waikato,Waiharakeke Stream,Not Entered,,128.01,Otahu R,1855480,5871486,10,8.2,Observation - Snorkel or dive,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
883,8/01/1982,9:00,Fish and Game Auckland Waikato,Tomarata Lake,Not Entered,,63,Poutawa S,1748307,5993273,25,1.8,Other net - combination of nets and traps,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
891,24/02/1980,16:00,Fish and Game Auckland Waikato,Waihoihoi Stream,Not Entered,,438.03,Pahurehure In,1775821,5891339,40,4.4,Other net - Push net,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
915,6/11/1976,18:00,Fish and Game Southland,Taylors Creek,Not Entered,,789.051,Aparima R,1208877,4857539,10,11.6,Other net - Unknown type of net,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
916,4/03/1981,12:30,Fish and Game Southland,Waikiwi Stream tributary,Not Entered,,786.02,Oreti R,1247427,4858625,15,27.3,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
917,4/03/1981,15:30,Fish and Game Southland,Waikiwi Stream tributary,Not Entered,,786.02,Oreti R,1247226,4859125,15,26.9,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
918,19/03/1981,14:20,Fish and Game Southland,Hedgehope Stream,Not Entered,,786.126,Oreti R,1254814,4869153,30,52.6,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
919,5/06/1979,11:00,Fish and Game Southland,Grindstone Creek,Not Entered,,795,Grindstone C,1192527,4868221,70,4.2,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
920,23/03/1981,10:30,Fish and Game Southland,Makarewa River,Not Entered,,786.12,Oreti R,1254092,4879564,40,65.7,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
921,23/03/1981,13:00,Fish and Game Southland,Makarewa River,Not Entered,,786.12,Oreti R,1254396,4877662,30,63.3,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
922,22/06/1981,15:00,Fish and Game Southland,Cascade Stream tributary,Not Entered,,789.054,Aparima R,1207958,4865650,70,24.5,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,,FALSE,FALSE,,,V1
946,27/02/1981,11:30,Fish and Game Wellington,Rangitikei River,Not Entered,,327,Rangitikei R,1833581,5583317,200,97.6,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
947,2/03/1981,14:00,Fish and Game Wellington,Bruce Stream,Not Entered,,325.201,Manawatu R,1821088,5486985,340,193.4,Observation - Observation,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
955,4/04/1981,8:30,Fish and Game Wellington,Kourarau Stream,Not Entered,,292.301,Ruamahanga R,1826883,5446876,310,102.9,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
956,16/01/1985,11:00,Fish and Game Wellington,Kahuterawa Stream,Not Entered,,325.11,Manawatu R,1820488,5522693,45,74.6,Electric fishing - Bank generator or mains,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
957,16/01/1985,14:00,Fish and Game Wellington,Kahuterawa Stream,Not Entered,,325.11,Manawatu R,1821489,5516792,150,83.4,Electric fishing - Bank generator or mains,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
958,16/01/1985,15:00,Fish and Game Wellington,Kahuterawa Stream tributary,Not Entered,,325.11,Manawatu R,1821489,5516892,140,83.4,Electric fishing - Bank generator or mains,Unknown,Paranephrops,Koura,,FALSE,FALSE,,,V1
961,19/05/1989,11:00,Fish and Game Wellington,Manawatu River tributary,Not Entered,,325,Manawatu R,1789883,5517590,4,2.5,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,10,FALSE,FALSE,,,V1
962,15/12/1989,12:00,Fish and Game Wellington,Manawatu River tributary,Not Entered,,325,Manawatu R,1825390,5525495,80,87,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,10,FALSE,FALSE,,,V1
963,12/12/1989,11:00,Fish and Game Wellington,Mangawharariki River,Not Entered,,327.22,Rangitikei R,1844884,5588622,320,122.2,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,10,FALSE,FALSE,,,V1
964,12/12/1989,12:00,Fish and Game Wellington,Mangawharariki River,Not Entered,,327.22,Rangitikei R,1847486,5587023,360,127,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,10,FALSE,FALSE,,,V1
965,12/12/1989,14:00,Fish and Game Wellington,Mangawharariki River,Not Entered,,327.22,Rangitikei R,1851589,5582722,490,136.7,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,5,FALSE,FALSE,,,V1
967,20/12/1989,14:30,Fish and Game Wellington,Turitea Stream,Not Entered,,325.12,Manawatu R,1823489,5525194,35,77.3,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,5,FALSE,FALSE,,,V1
968,20/12/1989,15:30,Fish and Game Wellington,Turitea Stream,Not Entered,,325.12,Manawatu R,1824389,5524794,50,78.5,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,5,FALSE,FALSE,,,V1
973,2/04/2000,,Auckland Regional Council,Unnamed stream Long Bay,Not Entered,,75,Long B,1754128,5938094,30,2.9,Electric fishing - Backpack,Unknown,Paranephrops,Koura,2,FALSE,FALSE,,,V1
974,2/04/2000,,Auckland Regional Council,Unnamed stream Long Bay,Not Entered,,75,Long B,1754128,5938094,30,2.9,Electric fishing - Backpack,Unknown,Paranephrops,Koura,2,FALSE,FALSE,50,50,V1
975,2/04/2000,,Auckland Regional Council,Unnamed stream Long Bay,Not Entered,,75,Long B,1754128,5938094,30,2.9,Electric fishing - Backpack,Unknown,Paranephrops,Koura,2,FALSE,FALSE,45,70,V1
976,13/04/1993,day,Department of Conservation Nelson Marlborough,Unnamed stream Kaiuma Bay,Not Entered,,588,Pelorus Snd,1666693,5434693,0,0,Electric fishing - Backpack,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V1
977,13/04/1993,14:30,Department of Conservation Nelson Marlborough,Unnamed stream Kaiuma Bay,Not Entered,,588,Pelorus Snd,1667093,5435593,80,1,Electric fishing - Backpack,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V1
993,14/04/1992,day,Department of Conservation Nelson Marlborough,Ironstone Creek,Not Entered,,525,Onekaka R,1574424,5485777,80,4.2,Electric fishing - Backpack,Unknown,Paranephrops,Koura,4,FALSE,FALSE,,,V1
994,27/01/1993,12:00,Department of Conservation Nelson Marlborough,Taupata Stream tributary,Not Entered,,505,Taupata S,1574923,5511864,30,2,Electric fishing - Backpack,Unknown,Paranephrops,Koura,4,FALSE,FALSE,,,V1
996,27/01/1993,14:00,Department of Conservation Nelson Marlborough,Taupata Stream,Not Entered,,505,Taupata S,1576122,5511664,5,0.5,Electric fishing - Backpack,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
997,27/01/1993,15:45,Department of Conservation Nelson Marlborough,Unnamed stream Puponga,Not Entered,,503,Pt Puponga,1575622,5514563,20,1.6,Electric fishing - Backpack,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
1004,28/04/1979,12:00,Private Individuals,Unnamed stream Owhiro Bay,Not Entered,,300,Owhiro B,1747078,5423088,40,2,Other net - Seine,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
1005,26/01/1993,day,Department of Conservation Nelson Marlborough,Burton Ale Creek,Not Entered,,520,Aorere R,1570726,5491774,80,7.4,Electric fishing - Backpack,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V1
1006,26/01/1993,10:00,Department of Conservation Nelson Marlborough,Appos Creek,Not Entered,,520.02,Aorere R,1570726,5489974,70,15.5,Electric fishing - Backpack,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V1
1009,25/01/1993,11:45,Department of Conservation Nelson Marlborough,Pariwhakaoho River,Not Entered,,526,Pariwhakaoho R,1578023,5485377,10,1.1,Electric fishing - Backpack,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
1010,23/04/1993,13:20,Department of Conservation Nelson Marlborough,Pariwhakaoho River tributary,Not Entered,,526,Pariwhakaoho R,1576524,5482878,80,4.9,Electric fishing - Backpack,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V1
1011,25/01/1993,15:00,Department of Conservation Nelson Marlborough,Puremahaia River,Not Entered,,527,Puremahaia R,1576624,5481978,80,5.6,Electric fishing - Backpack,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V1
1012,26/01/1993,15:30,Department of Conservation Nelson Marlborough,Plumbago Creek,Not Entered,,513,Ruataniwha In,1571125,5501769,80,1.8,Electric fishing - Backpack,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V1
1013,27/01/1993,10:00,Department of Conservation Nelson Marlborough,Plumbago Creek,Not Entered,,513,Ruataniwha In,1572225,5501769,3,0.3,Electric fishing - Backpack,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V1
1014,17/06/1993,12:00,Department of Conservation Nelson Marlborough,Little Onahau River,Not Entered,,528.01,Onahau R,1578723,5478780,70,6.2,Electric fishing - Backpack,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
1075,16/08/1979,,NIWA,Rakaia River,Not Entered,,685,Rakaia R,1522918,5155293,100,25.1,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
1078,13/08/1961,day,NIWA,Speedys Stream,Not Entered,,298.05,Hutt R,1761579,5438686,20,7.8,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,,FALSE,FALSE,,,V1
1079,2/08/1961,,Unknown Institution,Burlings Stream,Not Entered,,292.063,Ruamahanga R,1781777,5432283,10,22,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
1080,23/02/1963,day,NIWA,Butterfly Creek,Not Entered,,297.1,Wellington Hbr,1758877,5424987,30,9.4,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,,FALSE,FALSE,,,V1
1084,21/08/1965,day,NIWA,Unnamed stream Days Bay,Not Entered,,297.15,Wellington Hbr,1759777,5428486,40,0.1,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
1086,30/06/1962,,Unknown Institution,Unnamed stream Days Bay,Not Entered,,297.15,Wellington Hbr,1759777,5428486,40,0.1,Other - Not listed,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
1089,18/01/1966,day,NIWA,Mangakopikopiko Stream,Not Entered,,228.02,Esk R,1925721,5637790,50,18,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
1095,28/04/1965,day,NIWA,Makara Stream,Not Entered,,305,Makara S,1743379,5430388,30,6.7,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V1
1098,24/05/1965,day,NIWA,Motueka River tributary,Not Entered,,570,Motueka R,1589515,5403109,270,75.8,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V1
1140,12/09/1978,day,NIWA,Waitaki River tributary,Not Entered,,711,Waitaki R,1415482,5031965,140,43.7,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V1
1141,19/12/1978,day,NIWA,Maerewhenua River,Not Entered,,711.04,Waitaki R,1402291,5018854,250,66.4,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,1,FALSE,FALSE,,,V1
1230,2/12/1977,11:00,Bioresearches,Wheao River,Not Entered,,154.25,Rangitaiki R,1912447,5718658,360,123.6,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
1231,2/12/1977,13:00,Bioresearches,Wheao River,Not Entered,,154.25,Rangitaiki R,1914847,5721463,340,119.3,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,,FALSE,FALSE,,,V1
1233,26/01/1978,9:00,Bioresearches,Opuiaki River,Not Entered,,141.01,Wairoa R,1866496,5807769,110,21.6,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
1234,10/02/1978,11:00,Bioresearches,Ohineangaanga Stream,Not Entered,,146,Kaituna R,1893504,5815017,5,11,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,,FALSE,FALSE,,,V1
1237,1/12/1977,12:00,Bioresearches,Otamatea River,Not Entered,,154.28,Rangitaiki R,1892346,5701523,660,161.2,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
1239,10/04/1978,13:00,Bioresearches,Rangitopuni Stream,Not Entered,,78.05,Waitemata Hbr,1745729,5938377,30,12.8,Other net - Unknown type of net,Unknown,Paranephrops,Koura,,TRUE,FALSE,20,120,V1
1242,17/01/1978,14:00,Bioresearches,Waima River,Not Entered,,466.042,Wairoa R,1657418,6044735,130,68.5,Other net - combination of nets and traps,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
1243,16/01/1978,10:00,Bioresearches,Waitapu Stream,Not Entered,,466.042,Wairoa R,1656020,6044231,140,79,Other net - Unknown type of net,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
1250,15/05/1976,day,Bioresearches,Ngapuke Creek,Not Entered,,462,Kaipara Hbr,1728205,5951237,0,0,Other net - Plankton,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
1252,7/03/1979,9:45,Bioresearches,Lucas Creek,Not Entered,,78.03,Waitemata Hbr,1751236,5934589,20,2.1,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
1254,7/03/1979,11:00,Bioresearches,Oteha Stream,Not Entered,,78.036,Waitemata Hbr,1752239,5932991,15,3.9,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
1268,4/04/1979,day,Bioresearches,Ongarue River,Not Entered,,333.65,Whanganui R,1825081,5725472,590,325.1,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
1269,3/04/1979,17:00,Bioresearches,Kokakotaia Stream tributary,Not Entered,,333.65,Whanganui R,1818975,5728367,530,318.7,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
1271,4/04/1979,14:00,Bioresearches,Ongarue River,Not Entered,,333.65,Whanganui R,1819177,5726566,410,316.8,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
1272,4/04/1979,15:00,Bioresearches,Kokakotaia Stream,Not Entered,,333.65,Whanganui R,1821177,5727669,480,319.9,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
1273,4/04/1979,17:30,Bioresearches,Kokakotaia Stream,Not Entered,,333.65,Whanganui R,1818677,5726766,420,316.4,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
1274,4/04/1979,16:00,Bioresearches,Ongarue River,Not Entered,,333.65,Whanganui R,1815276,5726462,340,311.9,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,,FALSE,FALSE,,,V1
1276,19/07/1979,11:00,Bioresearches,Opuiaki River,Not Entered,,141.01,Wairoa R,1867394,5809772,80,19,Electric fishing - Bank generator or mains,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
1277,3/04/1979,11:00,Bioresearches,Korito Stream,Not Entered,,392.022,Waiwhakaiho R,1694623,5663450,300,22.5,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
1279,3/08/1979,14:15,Bioresearches,Kai Auahi Stream,Not Entered,,392.05,Waiwhakaiho R,1696524,5661552,330,25.1,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
1280,3/08/1979,15:45,Bioresearches,Waiwhakaiho River,Not Entered,,392,Waiwhakaiho R,1697824,5661153,330,25.4,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
1281,4/08/1979,11:00,Bioresearches,Waiwhakaiho River,Not Entered,,392,Waiwhakaiho R,1698117,5670851,100,13.5,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
1282,4/08/1979,12:00,Bioresearches,Waiwhakaiho River,Not Entered,,392,Waiwhakaiho R,1696215,5674349,30,6.2,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
1283,4/08/1979,13:00,Bioresearches,Mangaone Stream,Not Entered,,392.01,Waiwhakaiho R,1698911,5677651,25,5.4,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
1284,4/08/1979,14:30,Bioresearches,Kai Auahi Stream,Not Entered,,392.05,Waiwhakaiho R,1696524,5661352,330,25.2,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
1315,23/01/1980,12:45,Bioresearches,Ohineangaanga Stream,Not Entered,,146,Kaituna R,1893504,5815017,5,11,Electric fishing - Type unknown,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
1317,25/01/1980,11:00,Bioresearches,Opuiaki River,Not Entered,,141.01,Wairoa R,1864203,5802262,290,29.2,Observation - Snorkel or dive,Unknown,Paranephrops,Koura,,TRUE,FALSE,,,V1
